Adresse,Stimmart,Bezirknr,Bezirksname,Wahlbezirk,Wahlbezirksart,Abgeordnetenhauswahlkreis,Bundestagswahlkreis,BerlinOstWest,Wahlberechtigte_insgesamt,Wahlberechtigte_A1,Wahlberechtigte_A2,Wahlberechtigte_A3,W�hler,W�hler_B1,Ung�ltige_Stimmen,Gueltige_Stimmen,SPD,CDU,GR�NE,DIE_LINKE,PIRATEN,NPD,FDP,Tierschutzpartei,pro_Deutschland,Die_PARTEI,BIG,DKP,�dp,PSG,B�So,B,DL,ALFA,Tierschutzallianz,AfD,DIE_EINHEIT,DIE_VIOLETTEN,Graue_Panther,MENSCHLICHE_WELT,MIETERPARTEI,Gesundheitsforschung,EB_Bahn,EB_Bayrak,EB_�etin,EB_Di_Leo,EB_Ditsche,EB_Fielsch,EB_Friedrich,EB_Gl�ser,EB_Heine,EB_Mandik,EB_�zi?ik,EB_Quednau,EB_Sandner,EB_?en,EB_Snelinski,EB_Steinf�hr,EB_Tanriverdi,EB_Tschammer-Osten
01B1A,Erststimme,1,Mitte,1A,Briefwahlbezirk,1,75,O,0,0,0,0,1480,1480,10,1468,317,361,356,192,27,0,127,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1B,Erststimme,1,Mitte,1B,Briefwahlbezirk,1,75,O,0,0,0,0,1176,1176,10,1162,220,254,266,184,16,0,131,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1C,Erststimme,1,Mitte,1C,Briefwahlbezirk,1,75,O,0,0,0,0,1094,1094,14,1079,227,224,322,137,19,0,89,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1D,Erststimme,1,Mitte,1D,Briefwahlbezirk,1,75,O,0,0,0,0,1121,1121,7,1111,214,177,372,142,29,0,111,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B1E,Erststimme,1,Mitte,1E,Briefwahlbezirk,1,75,O,0,0,0,0,1450,1450,10,1440,318,247,461,184,33,0,125,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2A,Erststimme,1,Mitte,2A,Briefwahlbezirk,2,75,O,0,0,0,0,1454,1454,10,1443,303,304,117,377,19,0,134,0,8,0,0,0,0,0,0,0,0,0,0,178,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2B,Erststimme,1,Mitte,2B,Briefwahlbezirk,2,75,O,0,0,0,0,1376,1376,11,1354,338,198,211,374,22,0,74,0,5,0,0,0,0,0,0,0,0,0,0,124,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2C,Erststimme,1,Mitte,2C,Briefwahlbezirk,2,75,O,0,0,0,0,1136,1136,8,1106,233,157,181,308,20,0,85,0,4,0,0,0,0,0,0,0,0,0,0,114,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2D,Erststimme,1,Mitte,2D,Briefwahlbezirk,2,75,O,0,0,0,0,939,939,9,923,202,109,61,358,19,0,27,0,7,0,0,0,0,0,0,0,0,0,0,137,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2E,Erststimme,1,Mitte,2E,Briefwahlbezirk,2,75,O,0,0,0,0,1069,1069,14,1052,202,181,131,343,13,0,59,0,7,0,0,0,0,0,0,0,0,0,0,109,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B2F,Erststimme,1,Mitte,2F,Briefwahlbezirk,2,75,O,0,0,0,0,1279,1279,18,1236,310,182,211,307,27,0,77,0,5,0,0,0,0,0,0,0,0,0,0,114,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3A,Erststimme,1,Mitte,3A,Briefwahlbezirk,3,75,W,0,0,0,0,901,901,13,885,237,121,252,91,26,0,58,0,0,24,0,0,0,0,0,0,0,0,0,50,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3B,Erststimme,1,Mitte,3B,Briefwahlbezirk,3,75,W,0,0,0,0,1339,1339,12,1326,379,186,422,120,15,0,94,0,0,15,0,0,0,0,0,0,0,0,0,73,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3C,Erststimme,1,Mitte,3C,Briefwahlbezirk,3,75,W,0,0,0,0,1093,1093,6,1084,270,195,299,108,12,0,71,0,0,20,0,0,0,0,0,0,0,0,0,92,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3D,Erststimme,1,Mitte,3D,Briefwahlbezirk,3,75,W,0,0,0,0,991,991,13,974,258,208,213,76,14,0,90,0,0,12,0,0,0,0,0,0,0,0,0,85,0,2,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3E,Erststimme,1,Mitte,3E,Briefwahlbezirk,3,75,W,0,0,0,0,1260,1260,8,1251,287,313,220,106,14,0,137,0,0,8,0,0,0,0,0,0,0,0,0,140,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B3F,Erststimme,1,Mitte,3F,Briefwahlbezirk,3,75,W,0,0,0,0,637,637,2,635,144,96,189,73,19,0,47,0,0,10,0,0,0,0,0,0,0,0,0,39,0,11,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B4A,Erststimme,1,Mitte,4A,Briefwahlbezirk,4,75,W,0,0,0,0,876,876,7,861,200,107,196,172,33,0,51,0,0,35,0,0,0,0,0,0,0,0,0,57,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
01B4B,Erststimme,1,Mitte,4B,Briefwahlbezirk,4,75,W,0,0,0,0,1168,1168,8,1160,273,143,312,222,23,0,63,0,0,38,0,0,0,0,0,0,0,0,0,74,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
01B4C,Erststimme,1,Mitte,4C,Briefwahlbezirk,4,75,W,0,0,0,0,1007,1007,6,999,256,117,295,160,16,0,57,0,0,33,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
01B4D,Erststimme,1,Mitte,4D,Briefwahlbezirk,4,75,W,0,0,0,0,884,884,8,876,218,110,227,128,27,0,51,0,0,34,0,0,0,0,0,0,0,0,0,68,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
01B4E,Erststimme,1,Mitte,4E,Briefwahlbezirk,4,75,W,0,0,0,0,1094,1094,14,1080,289,127,281,154,37,0,52,0,0,35,0,0,0,0,0,0,0,0,0,96,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
01B5A,Erststimme,1,Mitte,5A,Briefwahlbezirk,5,75,W,0,0,0,0,967,967,17,948,288,230,114,85,24,0,64,0,0,0,0,0,0,1,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0
01B5B,Erststimme,1,Mitte,5B,Briefwahlbezirk,5,75,W,0,0,0,0,950,950,15,925,275,214,147,76,18,0,45,0,0,0,0,0,0,5,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0,0,0,0,0
01B5C,Erststimme,1,Mitte,5C,Briefwahlbezirk,5,75,W,0,0,0,0,743,743,18,720,173,85,167,110,35,0,48,0,0,0,0,0,0,6,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0
01B5D,Erststimme,1,Mitte,5D,Briefwahlbezirk,5,75,W,0,0,0,0,1215,1215,22,1191,288,163,347,158,29,0,65,0,0,0,0,0,0,3,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0
01B5E,Erststimme,1,Mitte,5E,Briefwahlbezirk,5,75,W,0,0,0,0,724,724,9,713,152,104,223,92,16,0,35,0,0,0,0,0,0,4,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
01B6A,Erststimme,1,Mitte,6A,Briefwahlbezirk,6,75,W,0,0,0,0,694,694,16,677,168,96,170,96,28,0,44,0,0,0,0,0,0,4,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
01B6B,Erststimme,1,Mitte,6B,Briefwahlbezirk,6,75,W,0,0,0,0,657,657,7,647,134,65,173,135,29,0,37,0,0,0,0,0,0,6,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
01B6C,Erststimme,1,Mitte,6C,Briefwahlbezirk,6,75,W,0,0,0,0,926,926,11,913,217,92,279,168,46,0,38,0,0,0,0,0,0,7,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
01B6D,Erststimme,1,Mitte,6D,Briefwahlbezirk,6,75,W,0,0,0,0,737,737,16,721,171,78,226,99,38,0,36,0,0,0,0,0,0,6,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
01B6E,Erststimme,1,Mitte,6E,Briefwahlbezirk,6,75,W,0,0,0,0,733,733,15,717,177,73,191,128,28,0,34,0,0,0,0,0,0,6,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
01B7A,Erststimme,1,Mitte,7A,Briefwahlbezirk,7,75,W,0,0,0,0,838,838,7,831,238,85,231,141,32,0,36,0,0,0,0,0,0,4,0,0,0,0,0,54,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B7B,Erststimme,1,Mitte,7B,Briefwahlbezirk,7,75,W,0,0,0,0,1008,1008,10,998,290,132,236,178,20,0,53,0,0,0,0,0,0,5,0,0,0,0,0,73,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B7C,Erststimme,1,Mitte,7C,Briefwahlbezirk,7,75,W,0,0,0,0,665,665,6,658,202,117,131,86,13,0,33,0,0,0,0,0,0,5,0,0,0,0,0,63,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B7D,Erststimme,1,Mitte,7D,Briefwahlbezirk,7,75,W,0,0,0,0,524,524,7,514,177,78,84,69,13,0,16,0,0,0,0,0,0,5,0,0,0,0,0,69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01B7E,Erststimme,1,Mitte,7E,Briefwahlbezirk,7,75,W,0,0,0,0,766,766,12,753,206,105,154,109,22,0,35,0,0,0,0,0,0,5,0,0,0,0,0,105,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W100,Erststimme,1,Mitte,100,Urnenwahlbezirk,1,75,W,1246,1084,162,0,474,3,13,461,129,83,88,75,14,0,13,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W101,Erststimme,1,Mitte,101,Urnenwahlbezirk,1,75,O,1461,1099,362,0,718,9,11,707,169,143,178,83,19,0,57,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W102,Erststimme,1,Mitte,102,Urnenwahlbezirk,1,75,O,1301,924,377,0,571,7,4,566,130,112,131,65,10,0,58,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W103,Erststimme,1,Mitte,103,Urnenwahlbezirk,1,75,O,1316,972,344,0,639,9,4,635,140,92,192,92,20,0,61,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W104,Erststimme,1,Mitte,104,Urnenwahlbezirk,1,75,O,1248,886,362,0,608,10,6,600,148,99,167,66,17,0,66,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W105,Erststimme,1,Mitte,105,Urnenwahlbezirk,1,75,O,1062,804,258,0,559,5,5,553,126,70,152,98,17,0,43,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W106,Erststimme,1,Mitte,106,Urnenwahlbezirk,1,75,O,1369,927,442,0,620,14,3,617,142,121,146,73,13,0,76,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W107,Erststimme,1,Mitte,107,Urnenwahlbezirk,1,75,O,1119,876,243,0,575,3,10,565,99,65,168,106,16,0,58,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W108,Erststimme,1,Mitte,108,Urnenwahlbezirk,1,75,O,1014,663,351,0,422,8,3,419,81,106,81,67,7,0,40,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W109,Erststimme,1,Mitte,109,Urnenwahlbezirk,1,75,W,1133,925,208,0,455,2,13,442,140,95,41,61,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W110,Erststimme,1,Mitte,110,Urnenwahlbezirk,1,75,O,1586,1147,439,0,829,14,6,823,180,113,300,111,15,0,57,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W111,Erststimme,1,Mitte,111,Urnenwahlbezirk,1,75,O,1018,740,278,0,501,7,4,497,118,58,173,62,11,0,46,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W112,Erststimme,1,Mitte,112,Urnenwahlbezirk,1,75,O,1191,883,308,0,582,0,8,574,116,67,171,128,13,0,46,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W113,Erststimme,1,Mitte,113,Urnenwahlbezirk,1,75,O,1182,895,287,0,657,8,6,651,149,78,233,91,22,0,44,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W114,Erststimme,1,Mitte,114,Urnenwahlbezirk,1,75,O,1476,1156,320,0,794,14,11,783,173,80,266,122,31,0,82,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W115,Erststimme,1,Mitte,115,Urnenwahlbezirk,1,75,O,866,700,166,0,406,10,11,395,75,51,99,83,8,0,30,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W116,Erststimme,1,Mitte,116,Urnenwahlbezirk,1,75,O,695,535,160,0,368,9,4,364,73,58,117,52,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W117,Erststimme,1,Mitte,117,Urnenwahlbezirk,1,75,O,1481,1140,341,0,815,8,7,808,175,103,308,107,16,0,54,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W118,Erststimme,1,Mitte,118,Urnenwahlbezirk,1,75,O,1144,866,278,0,591,8,4,586,126,68,226,95,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W119,Erststimme,1,Mitte,119,Urnenwahlbezirk,1,75,O,901,689,212,0,505,10,0,503,106,49,195,86,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W120,Erststimme,1,Mitte,120,Urnenwahlbezirk,1,75,O,1106,831,275,0,552,9,7,545,111,73,186,81,16,0,44,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W121,Erststimme,1,Mitte,121,Urnenwahlbezirk,1,75,O,1086,779,307,0,549,15,2,546,123,61,208,83,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W122,Erststimme,1,Mitte,122,Urnenwahlbezirk,1,75,O,1208,876,332,0,609,1,5,604,115,88,210,96,10,0,50,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W123,Erststimme,1,Mitte,123,Urnenwahlbezirk,1,75,O,1012,762,250,0,506,13,7,499,94,83,162,64,11,0,63,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W200,Erststimme,1,Mitte,200,Urnenwahlbezirk,2,75,O,910,693,217,0,436,0,2,434,88,62,32,115,10,0,38,0,3,0,0,0,0,0,0,0,0,0,0,80,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W201,Erststimme,1,Mitte,201,Urnenwahlbezirk,2,75,O,1088,824,264,0,481,5,7,474,108,99,44,90,9,0,49,0,6,0,0,0,0,0,0,0,0,0,0,67,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W202,Erststimme,1,Mitte,202,Urnenwahlbezirk,2,75,O,1097,786,311,0,472,5,7,465,104,99,40,103,7,0,32,0,4,0,0,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W203,Erststimme,1,Mitte,203,Urnenwahlbezirk,2,75,O,1100,790,310,0,455,2,8,447,104,71,42,137,4,0,24,0,4,0,0,0,0,0,0,0,0,0,0,59,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W204,Erststimme,1,Mitte,204,Urnenwahlbezirk,2,75,O,1695,1211,484,0,727,8,5,722,193,145,71,134,7,0,69,0,5,0,0,0,0,0,0,0,0,0,0,95,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W205,Erststimme,1,Mitte,205,Urnenwahlbezirk,2,75,O,1215,924,291,0,491,4,6,485,111,64,48,150,11,0,16,0,3,0,0,0,0,0,0,0,0,0,0,78,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W206,Erststimme,1,Mitte,206,Urnenwahlbezirk,2,75,O,1356,1016,340,0,557,9,3,554,127,81,66,154,16,0,31,0,3,0,0,0,0,0,0,0,0,0,0,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W207,Erststimme,1,Mitte,207,Urnenwahlbezirk,2,75,O,1152,823,329,0,515,6,9,505,153,41,44,179,5,0,16,0,1,0,0,0,0,0,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W208,Erststimme,1,Mitte,208,Urnenwahlbezirk,2,75,O,894,616,278,0,397,9,1,396,112,54,103,69,10,0,34,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W209,Erststimme,1,Mitte,209,Urnenwahlbezirk,2,75,O,1240,969,271,0,623,8,4,619,142,73,172,128,19,0,41,0,0,0,0,0,0,0,0,0,0,0,0,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W210,Erststimme,1,Mitte,210,Urnenwahlbezirk,2,75,O,1150,895,255,0,589,4,5,584,121,90,161,102,19,0,43,0,3,0,0,0,0,0,0,0,0,0,0,40,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W211,Erststimme,1,Mitte,211,Urnenwahlbezirk,2,75,O,882,691,191,0,398,3,6,391,93,33,78,115,7,0,17,0,2,0,0,0,0,0,0,0,0,0,0,43,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W212,Erststimme,1,Mitte,212,Urnenwahlbezirk,2,75,O,866,653,213,0,426,8,2,423,94,61,109,77,10,0,39,0,2,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W213,Erststimme,1,Mitte,213,Urnenwahlbezirk,2,75,O,645,504,141,0,292,0,5,287,69,37,49,79,7,0,10,0,2,0,0,0,0,0,0,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W214,Erststimme,1,Mitte,214,Urnenwahlbezirk,2,75,O,796,620,176,0,308,1,1,307,64,43,33,95,9,0,17,0,3,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W215,Erststimme,1,Mitte,215,Urnenwahlbezirk,2,75,O,1042,762,280,0,496,5,1,495,118,60,43,159,14,0,12,0,5,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W216,Erststimme,1,Mitte,216,Urnenwahlbezirk,2,75,O,956,726,230,0,496,3,3,493,120,56,28,182,10,0,9,0,4,0,0,0,0,0,0,0,0,0,0,82,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W217,Erststimme,1,Mitte,217,Urnenwahlbezirk,2,75,O,1116,875,241,0,444,2,16,428,101,32,35,181,7,0,17,0,1,0,0,0,0,0,0,0,0,0,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W218,Erststimme,1,Mitte,218,Urnenwahlbezirk,2,75,O,1566,1257,309,0,743,0,11,732,201,88,52,221,10,0,20,0,7,0,0,0,0,0,0,0,0,0,0,126,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W219,Erststimme,1,Mitte,219,Urnenwahlbezirk,2,75,O,350,297,53,0,157,1,2,155,29,16,17,52,11,0,5,0,2,0,0,0,0,0,0,0,0,0,0,21,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W220,Erststimme,1,Mitte,220,Urnenwahlbezirk,2,75,O,820,615,205,0,370,7,6,364,90,29,32,135,7,0,16,0,1,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W221,Erststimme,1,Mitte,221,Urnenwahlbezirk,2,75,O,1423,1051,372,0,664,6,5,659,167,103,121,119,15,0,55,0,1,0,0,0,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W222,Erststimme,1,Mitte,222,Urnenwahlbezirk,2,75,O,897,669,228,0,373,2,6,367,80,42,35,140,7,0,12,0,5,0,0,0,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W223,Erststimme,1,Mitte,223,Urnenwahlbezirk,2,75,O,1452,1087,365,0,773,4,16,757,206,70,102,251,7,0,17,0,3,0,0,0,0,0,0,0,0,0,0,98,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W224,Erststimme,1,Mitte,224,Urnenwahlbezirk,2,75,O,834,636,198,0,379,0,5,374,94,41,30,134,7,0,8,0,1,0,0,0,0,0,0,0,0,0,0,56,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W225,Erststimme,1,Mitte,225,Urnenwahlbezirk,2,75,O,1299,953,346,0,616,0,8,608,152,70,52,196,14,0,26,0,7,0,0,0,0,0,0,0,0,0,0,88,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W226,Erststimme,1,Mitte,226,Urnenwahlbezirk,2,75,O,780,643,137,0,315,1,8,306,57,25,27,118,8,0,7,0,2,0,0,0,0,0,0,0,0,0,0,61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W227,Erststimme,1,Mitte,227,Urnenwahlbezirk,2,75,O,1319,1009,310,0,635,5,7,627,149,54,148,174,21,0,19,0,3,0,0,0,0,0,0,0,0,0,0,54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W228,Erststimme,1,Mitte,228,Urnenwahlbezirk,2,75,O,2279,1687,592,0,1078,12,9,1069,327,167,218,174,22,0,63,0,3,0,0,0,0,0,0,0,0,0,0,92,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W300,Erststimme,1,Mitte,300,Urnenwahlbezirk,3,75,W,1304,1090,214,0,513,5,12,501,130,55,103,92,28,0,18,0,0,24,0,0,0,0,0,0,0,0,0,42,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W301,Erststimme,1,Mitte,301,Urnenwahlbezirk,3,75,W,890,680,210,0,406,3,3,403,99,35,107,69,7,0,19,0,0,18,0,0,0,0,0,0,0,0,0,41,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W302,Erststimme,1,Mitte,302,Urnenwahlbezirk,3,75,W,1175,998,177,0,519,5,5,513,123,64,131,69,18,0,32,0,0,25,0,0,0,0,0,0,0,0,0,47,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01W303,Erststimme,1,Mitte,303,Urnenwahlbezirk,3,75,W,923,777,146,0,391,3,7,384,103,44,110,54,6,0,17,0,0,5,0,0,0,0,0,0,0,0,0,41,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
