Adresse,Stimmart,Bezirknr,Bezirksname,Wahlbezirk,Wahlbezirksart,Abgeordnetenhauswahlkreis,Bundestagswahlkreis,BerlinOstWest,Wahlberechtigte_insgesamt,Wahlberechtigte_A1,Wahlberechtigte_A2,Wahlberechtigte_A3,W�hler,W�hler_B1,Ung�ltige_Stimmen,Gueltige_Stimmen,SPD,CDU,GR�NE,DIE_LINKE,PIRATEN,NPD,FDP,Tierschutzpartei,pro_Deutschland,Die_PARTEI,BIG,DKP,�dp,PSG,B�So,B,DL,ALFA,Tierschutzallianz,AfD,DIE_EINHEIT,DIE_VIOLETTEN,Graue_Panther,MENSCHLICHE_WELT,MIETERPARTEI,Gesundheitsforschung,EB_Bahn,EB_Bayrak,EB_�etin,EB_Di_Leo,EB_Ditsche,EB_Fielsch,EB_Friedrich,EB_Gl�ser,EB_Heine,EB_Mandik,EB_�zi?ik,EB_Quednau,EB_Sandner,EB_?en,EB_Snelinski,EB_Steinf�hr,EB_Tanriverdi,EB_Tschammer-Osten
04B2D,Erststimme,4,Charlottenburg-Wilmersdorf,2D,Briefwahlbezirk,2,80,W,0,0,0,0,947,947,10,937,253,301,109,52,5,0,120,0,7,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B2E,Erststimme,4,Charlottenburg-Wilmersdorf,2E,Briefwahlbezirk,2,80,W,0,0,0,0,845,845,10,833,210,250,134,57,14,0,76,0,2,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B2F,Erststimme,4,Charlottenburg-Wilmersdorf,2F,Briefwahlbezirk,2,80,W,0,0,0,0,794,794,12,782,181,283,100,29,2,0,98,0,5,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B2G,Erststimme,4,Charlottenburg-Wilmersdorf,2G,Briefwahlbezirk,2,80,W,0,0,0,0,908,908,8,888,247,270,142,26,10,0,101,0,3,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B2H,Erststimme,4,Charlottenburg-Wilmersdorf,2H,Briefwahlbezirk,2,80,W,0,0,0,0,993,993,16,977,242,294,197,64,16,0,95,0,5,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B2J,Erststimme,4,Charlottenburg-Wilmersdorf,2J,Briefwahlbezirk,2,80,W,0,0,0,0,802,802,7,785,207,224,125,44,14,0,83,0,2,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3A,Erststimme,4,Charlottenburg-Wilmersdorf,3A,Briefwahlbezirk,3,80,W,0,0,0,0,950,950,13,937,268,177,231,94,13,0,49,0,0,19,0,0,0,0,0,0,0,0,0,75,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3B,Erststimme,4,Charlottenburg-Wilmersdorf,3B,Briefwahlbezirk,3,80,W,0,0,0,0,831,831,12,815,217,127,245,90,9,0,38,0,0,21,0,0,0,0,0,0,0,0,0,58,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3C,Erststimme,4,Charlottenburg-Wilmersdorf,3C,Briefwahlbezirk,3,80,W,0,0,0,0,937,937,8,919,278,223,128,74,12,0,86,0,0,14,0,0,0,0,0,0,0,0,0,97,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3D,Erststimme,4,Charlottenburg-Wilmersdorf,3D,Briefwahlbezirk,3,80,W,0,0,0,0,864,864,3,861,237,186,197,61,9,0,98,0,0,7,0,0,0,0,0,0,0,0,0,59,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3E,Erststimme,4,Charlottenburg-Wilmersdorf,3E,Briefwahlbezirk,3,80,W,0,0,0,0,972,972,5,967,277,234,197,72,12,0,82,0,0,12,0,0,0,0,0,0,0,0,0,69,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3F,Erststimme,4,Charlottenburg-Wilmersdorf,3F,Briefwahlbezirk,3,80,W,0,0,0,0,877,877,6,871,258,195,198,73,17,0,68,0,0,14,0,0,0,0,0,0,0,0,0,45,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3G,Erststimme,4,Charlottenburg-Wilmersdorf,3G,Briefwahlbezirk,3,80,W,0,0,0,0,889,889,10,879,254,199,202,72,8,0,78,0,0,9,0,0,0,0,0,0,0,0,0,55,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B3H,Erststimme,4,Charlottenburg-Wilmersdorf,3H,Briefwahlbezirk,3,80,W,0,0,0,0,656,656,3,639,150,146,132,46,4,0,101,0,0,7,0,0,0,0,0,0,0,0,0,51,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4A,Erststimme,4,Charlottenburg-Wilmersdorf,4A,Briefwahlbezirk,4,80,W,0,0,0,0,777,777,28,748,223,139,146,63,17,0,75,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4B,Erststimme,4,Charlottenburg-Wilmersdorf,4B,Briefwahlbezirk,4,80,W,0,0,0,0,963,963,50,897,262,187,139,90,19,0,106,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4C,Erststimme,4,Charlottenburg-Wilmersdorf,4C,Briefwahlbezirk,4,80,W,0,0,0,0,902,902,8,894,261,214,183,63,22,0,82,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4D,Erststimme,4,Charlottenburg-Wilmersdorf,4D,Briefwahlbezirk,4,80,W,0,0,0,0,995,995,9,984,286,188,235,94,13,0,90,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4E,Erststimme,4,Charlottenburg-Wilmersdorf,4E,Briefwahlbezirk,4,80,W,0,0,0,0,925,925,8,896,232,196,222,71,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4F,Erststimme,4,Charlottenburg-Wilmersdorf,4F,Briefwahlbezirk,4,80,W,0,0,0,0,853,853,11,839,225,188,167,61,10,0,126,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4G,Erststimme,4,Charlottenburg-Wilmersdorf,4G,Briefwahlbezirk,4,80,W,0,0,0,0,998,998,14,978,250,233,167,54,8,0,170,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B4H,Erststimme,4,Charlottenburg-Wilmersdorf,4H,Briefwahlbezirk,4,80,W,0,0,0,0,791,791,8,782,209,211,124,48,2,0,120,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5A,Erststimme,4,Charlottenburg-Wilmersdorf,5A,Briefwahlbezirk,5,80,W,0,0,0,0,865,865,7,848,132,381,84,27,6,0,152,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5B,Erststimme,4,Charlottenburg-Wilmersdorf,5B,Briefwahlbezirk,5,80,W,0,0,0,0,758,758,5,743,190,222,103,51,11,0,96,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5C,Erststimme,4,Charlottenburg-Wilmersdorf,5C,Briefwahlbezirk,5,80,W,0,0,0,0,788,788,10,778,225,173,135,71,14,0,73,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5D,Erststimme,4,Charlottenburg-Wilmersdorf,5D,Briefwahlbezirk,5,80,W,0,0,0,0,942,942,7,932,239,238,169,61,5,0,124,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5E,Erststimme,4,Charlottenburg-Wilmersdorf,5E,Briefwahlbezirk,5,80,W,0,0,0,0,847,847,15,827,231,211,134,66,13,0,89,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5F,Erststimme,4,Charlottenburg-Wilmersdorf,5F,Briefwahlbezirk,5,80,W,0,0,0,0,840,840,10,830,207,226,111,62,16,0,117,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5G,Erststimme,4,Charlottenburg-Wilmersdorf,5G,Briefwahlbezirk,5,80,W,0,0,0,0,662,662,8,652,125,274,62,23,3,0,117,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5H,Erststimme,4,Charlottenburg-Wilmersdorf,5H,Briefwahlbezirk,5,80,W,0,0,0,0,821,821,8,811,97,369,61,22,4,0,172,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B5J,Erststimme,4,Charlottenburg-Wilmersdorf,5J,Briefwahlbezirk,5,80,W,0,0,0,0,807,807,14,790,167,279,86,44,11,0,121,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6A,Erststimme,4,Charlottenburg-Wilmersdorf,6A,Briefwahlbezirk,6,80,W,0,0,0,0,973,973,9,955,244,287,164,60,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6B,Erststimme,4,Charlottenburg-Wilmersdorf,6B,Briefwahlbezirk,6,80,W,0,0,0,0,734,734,3,731,219,174,152,53,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6C,Erststimme,4,Charlottenburg-Wilmersdorf,6C,Briefwahlbezirk,6,80,W,0,0,0,0,1028,1028,8,1020,301,255,191,68,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6D,Erststimme,4,Charlottenburg-Wilmersdorf,6D,Briefwahlbezirk,6,80,W,0,0,0,0,910,910,5,897,253,240,183,53,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6E,Erststimme,4,Charlottenburg-Wilmersdorf,6E,Briefwahlbezirk,6,80,W,0,0,0,0,962,962,12,945,268,229,190,57,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6F,Erststimme,4,Charlottenburg-Wilmersdorf,6F,Briefwahlbezirk,6,80,W,0,0,0,0,876,876,5,871,288,193,193,58,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6G,Erststimme,4,Charlottenburg-Wilmersdorf,6G,Briefwahlbezirk,6,80,W,0,0,0,0,799,799,10,785,234,186,197,70,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B6H,Erststimme,4,Charlottenburg-Wilmersdorf,6H,Briefwahlbezirk,6,80,W,0,0,0,0,883,883,16,863,270,216,137,54,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7A,Erststimme,4,Charlottenburg-Wilmersdorf,7A,Briefwahlbezirk,7,80,W,0,0,0,0,793,793,8,785,229,182,147,51,0,0,79,0,0,17,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7B,Erststimme,4,Charlottenburg-Wilmersdorf,7B,Briefwahlbezirk,7,80,W,0,0,0,0,797,797,12,779,157,254,107,56,0,0,84,0,0,16,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7C,Erststimme,4,Charlottenburg-Wilmersdorf,7C,Briefwahlbezirk,7,80,W,0,0,0,0,932,932,12,919,252,201,228,79,0,0,61,0,0,23,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7D,Erststimme,4,Charlottenburg-Wilmersdorf,7D,Briefwahlbezirk,7,80,W,0,0,0,0,1015,1015,9,1006,277,290,196,74,0,0,94,0,0,12,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7E,Erststimme,4,Charlottenburg-Wilmersdorf,7E,Briefwahlbezirk,7,80,W,0,0,0,0,1061,1061,10,1051,245,343,151,75,0,0,93,0,0,18,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7F,Erststimme,4,Charlottenburg-Wilmersdorf,7F,Briefwahlbezirk,7,80,W,0,0,0,0,1083,1083,7,1066,298,300,140,81,0,0,100,0,0,21,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7G,Erststimme,4,Charlottenburg-Wilmersdorf,7G,Briefwahlbezirk,7,80,W,0,0,0,0,1045,1045,15,1025,296,220,243,81,0,0,76,0,0,18,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B7H,Erststimme,4,Charlottenburg-Wilmersdorf,7H,Briefwahlbezirk,7,80,W,0,0,0,0,872,872,8,856,190,314,119,45,0,0,98,0,0,6,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B8A,Erststimme,4,Charlottenburg-Wilmersdorf,8A,Briefwahlbezirk,1,80,W,0,0,0,0,842,842,12,830,220,195,172,68,9,0,80,0,8,4,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04B8B,Erststimme,4,Charlottenburg-Wilmersdorf,8B,Briefwahlbezirk,1,80,W,0,0,0,0,847,847,13,834,227,145,162,71,19,0,69,0,4,20,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W101,Erststimme,4,Charlottenburg-Wilmersdorf,101,Urnenwahlbezirk,1,78,W,1086,921,165,0,404,1,18,386,96,70,37,28,8,0,30,0,3,9,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W102,Erststimme,4,Charlottenburg-Wilmersdorf,102,Urnenwahlbezirk,1,78,W,1117,898,219,0,450,0,15,434,128,77,49,36,6,0,33,0,7,11,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W103,Erststimme,4,Charlottenburg-Wilmersdorf,103,Urnenwahlbezirk,1,78,W,1116,909,207,0,519,0,28,491,164,104,53,32,12,0,38,0,4,14,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W104,Erststimme,4,Charlottenburg-Wilmersdorf,104,Urnenwahlbezirk,1,78,W,978,812,166,0,397,0,12,385,109,80,29,32,10,0,25,0,4,5,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W105,Erststimme,4,Charlottenburg-Wilmersdorf,105,Urnenwahlbezirk,1,78,W,1003,858,145,0,344,0,7,336,74,66,37,34,6,0,25,0,2,11,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W106,Erststimme,4,Charlottenburg-Wilmersdorf,106,Urnenwahlbezirk,1,78,W,1441,1216,225,0,582,2,9,572,168,120,46,35,11,0,36,0,4,12,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W107,Erststimme,4,Charlottenburg-Wilmersdorf,107,Urnenwahlbezirk,1,78,W,1293,1095,198,0,559,0,17,542,152,118,32,47,7,0,41,0,5,7,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W108,Erststimme,4,Charlottenburg-Wilmersdorf,108,Urnenwahlbezirk,1,78,W,834,682,152,0,325,0,11,314,91,64,20,23,8,0,17,0,11,12,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W109,Erststimme,4,Charlottenburg-Wilmersdorf,109,Urnenwahlbezirk,1,78,W,904,756,148,0,297,1,5,292,72,61,18,21,8,0,19,0,3,17,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W110,Erststimme,4,Charlottenburg-Wilmersdorf,110,Urnenwahlbezirk,1,78,W,1198,980,218,0,526,2,7,518,167,122,33,37,7,0,40,0,6,8,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W111,Erststimme,4,Charlottenburg-Wilmersdorf,111,Urnenwahlbezirk,1,78,W,1026,868,158,0,369,0,8,361,130,86,31,16,6,0,23,0,3,6,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W112,Erststimme,4,Charlottenburg-Wilmersdorf,112,Urnenwahlbezirk,1,78,W,1247,1057,190,0,573,2,25,547,179,70,81,51,15,0,30,0,4,16,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W113,Erststimme,4,Charlottenburg-Wilmersdorf,113,Urnenwahlbezirk,1,78,W,1378,1104,274,0,650,4,15,635,190,85,115,75,18,0,51,0,1,15,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W114,Erststimme,4,Charlottenburg-Wilmersdorf,114,Urnenwahlbezirk,1,78,W,1275,1002,273,0,561,2,14,547,165,96,97,59,17,0,45,0,2,6,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W115,Erststimme,4,Charlottenburg-Wilmersdorf,115,Urnenwahlbezirk,1,78,W,1417,1094,323,0,700,0,10,690,185,87,196,79,17,0,46,0,2,15,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W116,Erststimme,4,Charlottenburg-Wilmersdorf,116,Urnenwahlbezirk,1,78,W,1275,1003,272,0,639,3,8,631,198,77,126,70,25,0,37,0,5,23,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W117,Erststimme,4,Charlottenburg-Wilmersdorf,117,Urnenwahlbezirk,1,78,W,1634,1289,345,0,714,0,8,706,223,116,141,60,17,0,59,0,1,16,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W118,Erststimme,4,Charlottenburg-Wilmersdorf,118,Urnenwahlbezirk,1,78,W,1509,1143,366,0,650,0,9,639,179,106,132,76,15,0,40,0,2,20,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W201,Erststimme,4,Charlottenburg-Wilmersdorf,201,Urnenwahlbezirk,2,80,W,928,584,344,0,419,3,7,412,89,110,91,26,4,0,49,0,2,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W202,Erststimme,4,Charlottenburg-Wilmersdorf,202,Urnenwahlbezirk,2,80,W,1129,782,347,0,520,0,10,510,143,141,70,26,3,0,58,0,1,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W203,Erststimme,4,Charlottenburg-Wilmersdorf,203,Urnenwahlbezirk,2,80,W,1515,1025,490,0,719,9,12,707,185,212,97,28,10,0,102,0,3,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W204,Erststimme,4,Charlottenburg-Wilmersdorf,204,Urnenwahlbezirk,2,80,W,1539,1100,439,0,716,3,6,710,170,231,66,47,7,0,70,0,2,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W205,Erststimme,4,Charlottenburg-Wilmersdorf,205,Urnenwahlbezirk,2,80,W,1377,972,405,0,665,4,10,655,129,226,87,32,10,0,91,0,3,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W206,Erststimme,4,Charlottenburg-Wilmersdorf,206,Urnenwahlbezirk,2,80,W,1178,872,306,0,507,3,20,487,144,142,25,32,12,0,55,0,1,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W207,Erststimme,4,Charlottenburg-Wilmersdorf,207,Urnenwahlbezirk,2,80,W,1171,882,289,0,540,6,7,533,129,134,73,52,16,0,49,0,3,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W208,Erststimme,4,Charlottenburg-Wilmersdorf,208,Urnenwahlbezirk,2,80,W,1620,1369,251,0,623,0,12,611,201,118,80,77,12,0,40,0,6,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W209,Erststimme,4,Charlottenburg-Wilmersdorf,209,Urnenwahlbezirk,2,80,W,1055,762,293,0,512,2,0,512,140,152,87,25,7,0,47,0,1,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W210,Erststimme,4,Charlottenburg-Wilmersdorf,210,Urnenwahlbezirk,2,80,W,1218,831,387,0,588,4,9,576,173,166,63,43,4,0,60,0,6,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W211,Erststimme,4,Charlottenburg-Wilmersdorf,211,Urnenwahlbezirk,2,80,W,1417,1037,380,0,742,0,12,729,191,215,100,41,6,0,86,0,4,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W212,Erststimme,4,Charlottenburg-Wilmersdorf,212,Urnenwahlbezirk,2,80,W,1136,755,381,0,544,6,2,542,151,171,71,31,7,0,50,0,5,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W213,Erststimme,4,Charlottenburg-Wilmersdorf,213,Urnenwahlbezirk,2,80,W,1635,1130,505,0,796,9,3,792,221,236,117,36,10,0,92,0,1,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W214,Erststimme,4,Charlottenburg-Wilmersdorf,214,Urnenwahlbezirk,2,80,W,1174,908,266,0,524,2,10,514,152,87,98,46,19,0,29,0,4,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W215,Erststimme,4,Charlottenburg-Wilmersdorf,215,Urnenwahlbezirk,2,80,W,1676,1337,339,0,731,5,11,716,207,92,196,105,23,0,33,0,3,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W216,Erststimme,4,Charlottenburg-Wilmersdorf,216,Urnenwahlbezirk,2,80,W,1061,759,302,0,550,3,5,545,144,141,99,26,6,0,75,0,3,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W217,Erststimme,4,Charlottenburg-Wilmersdorf,217,Urnenwahlbezirk,2,80,W,1435,974,461,0,729,5,11,717,171,219,117,43,8,0,103,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W218,Erststimme,4,Charlottenburg-Wilmersdorf,218,Urnenwahlbezirk,2,80,W,1401,1050,351,0,664,2,7,656,173,168,101,45,9,0,96,0,1,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W219,Erststimme,4,Charlottenburg-Wilmersdorf,219,Urnenwahlbezirk,2,80,W,1187,871,316,0,576,4,9,565,165,137,80,38,8,0,65,0,2,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04W220,Erststimme,4,Charlottenburg-Wilmersdorf,220,Urnenwahlbezirk,2,80,W,1208,806,402,0,596,10,5,591,109,175,155,42,5,0,68,0,1,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
