Bezirk,Wahl-bezirk,PLZ,Anschrift
6,510,12249,Wichurastr.  59
6,511,12207,Ostpreußendamm  166
6,512,12249,Seydlitzstr.  30-34
6,513,12249,Dessauerstr.  63
6,514,12249,Gallwitzallee  136-144
6,515,12249,Gallwitzallee  136-144
6,516,12249,Halbauer Weg  25
6,517,12247,Wedellstr.  26
6,518,12249,Halbauer Weg  25
6,601,14163,Wilskistr.  78-80
6,602,14163,Argentinische Allee  89
6,603,14163,Wilskistr.  78-80
6,604,14169,Am Hegewinkel  2A
6,605,14195,Hüttenweg  40
6,606,14195,Bachstelzenweg  2-8
6,607,14195,Bachstelzenweg  2-8
6,608,14195,Hüttenweg  40
6,609,14195,Molsheimer Str.  7
6,610,14195,Podbielskiallee  78
6,611,14163,Potsdamer Str.  7
6,612,14163,Potsdamer Str.  7
6,613,14163,Wilskistr.  78-80
6,614,14195,Molsheimer Str.  7
6,615,14195,Molsheimer Str.  7
6,616,14167,Bolchener Str.  5
6,617,14169,Winfriedstr.  6
6,618,14167,Bolchener Str.  5
6,619,14165,Schönower Str.  8
6,701,14109,Schulstr.  4
6,702,14109,Schulstr.  4
6,703,14109,Zum Heckeshorn  36
6,704,14109,Königstr.  25-27
6,705,14109,Dreilindenstr.  65
6,706,14129,Kirchblick  8
6,707,14129,Kirchblick  8
6,708,14109,Dreilindenstr.  65
6,709,14129,Beskidenstr.  3
6,710,14129,Beskidenstr.  3
6,711,14163,Am Rohrgarten  9
6,712,14163,Am Rohrgarten  9
6,713,14129,Beskidenstr.  3
6,714,14129,Beskidenstr.  3
6,715,14163,Am Rohrgarten  9
6,716,14163,Rondellstr.  5
6,717,14163,Beuckestr.  25
6,718,14165,Ludwigsfelder Str.  43-47
6,719,14165,Ludwigsfelder Str.  43-47
7,101,10787,Nürnberger Str.  63
7,102,10787,Nürnberger Str.  63
7,103,10783,Bülowstr.  94
7,104,10783,Bülowstr.  94
7,105,10777,Welserstr.  16-22
7,106,10781,Luitpoldstr.  38
7,107,10781,Pallasstr.  15
7,108,10781,Pallasstr.  15
7,109,10777,Welserstr.  16-22
7,110,10779,Münchener Str.  49
7,111,10781,Barbarossaplatz  5-6
7,112,10781,Pallasstr.  27
7,113,10781,Pallasstr.  27
7,114,10779,Münchener Str.  49
7,115,10781,Barbarossaplatz  5
7,201,10779,Münchener Str.  34-38
7,202,10825,Martin-Luther-Str.  77
7,203,10781,Barbarossaplatz  5
7,204,10783,Steinmetzstr.  46-50
7,205,10783,Steinmetzstr.  46-50
7,206,10825,Freiherr-vom-Stein-Str.  1
7,207,10825,Am Mühlenberg  12
7,208,10825,Martin-Luther-Str.  105
7,209,10825,John-F.-Kennedy-Platz  1
7,210,10829,Leberstr.  7
7,211,10829,Leberstr.  7
7,212,10829,Kolonnenstr.  30-30A
7,213,10827,Ebersstr.  19
7,214,10827,Feurigstr.  57
7,215,10827,Ebersstr.  9
7,301,14197,Offenbacher Str.  5A
7,302,12159,Perelsplatz  6-9
7,303,12159,Perelsplatz  6-9
7,304,12159,Otzenstr.  16-17
7,305,14197,Offenbacher Str.  5A
7,306,12161,Rheingaustr.  7
7,307,12159,Stierstr.  20A
7,308,12159,Stierstr.  20A
7,309,12161,Rheingaustr.  7
7,310,12161,Rheingaustr.  7
7,311,12161,Illstr.  4-6
7,312,12157,Rubensstr.  83
7,313,12161,Rheingaustr.  7
7,314,12161,Illstr.  4-6
7,315,12157,Rubensstr.  83
7,316,12157,Pöppelmannstr.  2
7,401,12157,Pöppelmannstr.  2
7,402,10829,Tempelhofer Weg  62
7,403,10829,Kolonnenstr.  30-30A
7,404,10829,Kolonnenstr.  30-30A
7,405,10965,Dudenstr.  35-37
7,406,12101,Boelckestr.  58
7,407,10965,Dudenstr.  35-37
7,408,12101,Boelckestr.  102
7,409,12101,Hessenring  47
7,410,12105,Reglinstr.  29
7,411,12101,Hessenring  47
7,412,12103,Alt-Tempelhof  53-57
7,413,12103,Alt-Tempelhof  53-57
7,414,12103,Alt-Tempelhof  53-57
7,415,12103,Kaiserin-Augusta-Str.  19-20
7,416,12105,Reglinstr.  29
7,501,12105,Ringstr.  103-106
7,502,12105,Konradinstr.  15-17
7,503,12099,Tempelhofer Damm  234-236
7,504,12103,Friedrich-Wilhelm-Str.  72-74
7,505,12103,Kaiserin-Augusta-Str.  19-20
7,506,12099,Götzstr.  19-21
7,507,12099,Götzstr.  19-21
7,508,12099,Holzmannstr.  7
7,509,12099,Tempelhofer Damm  165
7,510,12105,Seelbuschring  19
7,511,12105,Markgrafenstr.  10
7,512,12109,Wolfsburger Weg  13-19
7,513,12105,Rathausstr.  27
7,514,12105,Königstr.  32
7,515,12105,Kaiserstr.  126
7,601,12107,Marconistr.  4
7,602,12107,Alt-Mariendorf  24-26
7,603,12109,Westphalweg  1
7,604,12109,Wolfsburger Weg  13-19
7,605,12109,Wolfsburger Weg  13-19
7,606,12107,Körtingstr.  45
7,607,12107,Körtingstr.  45
7,608,12109,Britzer Str.  91
7,609,12277,Marienfelder Allee  104
7,610,12107,Kruckenbergstr.  1
7,611,12107,Wildspitzweg  12-48
7,612,12107,Albulaweg  15-19
7,613,12277,Marienfelder Allee  104
7,614,12107,Grimmingweg  1B
7,615,12107,Albulaweg  15-19
7,701,12277,Alt-Marienfelde  52
7,702,12277,Prechtlstr.  21-23
7,703,12277,Culemeyerstr.  2
7,704,12279,Erbendorfer Weg  13
7,705,12279,Erbendorfer Weg  13
7,706,12279,Waldsassener Str.  62
7,707,12279,Waldsassener Str.  62
7,708,12279,Tirschenreuther Ring  69
7,709,12277,Alt-Marienfelde  52
7,710,12277,Alt-Marienfelde  52
7,711,12305,Krusauer Str.  39
7,712,12305,Lichtenrader Damm  36
7,713,12305,Dielingsgrund  35
7,714,12305,Rackebüller Weg  70
7,715,12309,Wiesbadener Str.  20
7,801,12307,Franziusweg  114-128
7,802,12307,Franziusweg  114-128
7,803,12305,Halker Zeile  147
7,804,12305,Halker Zeile  147
7,805,12305,Grimmstr.  9-11
7,806,12305,Barnetstr.  12
7,807,12309,Nahariyastr.  13
7,808,12309,Nahariyastr.  13
7,809,12307,Mellener Str.  38-42
7,810,12307,Mellener Str.  38-42
7,811,12309,Nahariyastr.  13
7,812,12307,Lortzingstr.  16
7,813,12307,Briesingstr.  6
7,814,12307,Horstwalder Str.  11-19
7,815,12309,Kirchhainer Damm  46
8,101,12043,Hobrechtstraße  76
8,102,12043,Hobrechtstr.  76
8,103,12043,Hobrechtstr.  76
8,104,12043,Hobrechtstr.  76
8,105,12043,Hobrechtstr.  76
8,106,12045,Rütlistr.  41
8,107,12045,Rütlistr.  41
8,108,12045,Rütlistr.  41
8,109,12047,Weserstr.  12
8,110,12047,Weserstr.  12
8,111,12045,Sonnenallee  79
8,112,12045,Sonnenallee  79
8,113,12045,Sonnenallee  79
8,114,12045,Elbestr.  11
8,115,12045,Elbestr.  11
8,116,12045,Elbestr.  11
8,117,12045,Elbestr.  11
8,118,12059,Harzer Str.  73
8,119,12059,Harzer Str.  73
8,120,12059,Stuttgarter Str.  35
8,121,12059,Stuttgarter Str.  35
8,122,12059,Stuttgarter Str.  35
8,123,12059,Stuttgarter Str.  35
8,124,12055,Drorystr.  3
8,125,12055,Drorystr.  3
8,126,12055,Drorystr.  3
8,127,12055,Drorystr.  3
8,201,12049,Karlsgartenstr.  6
8,202,12049,Karlsgartenstr.  6
8,203,12049,Karlsgartenstr.  6
8,204,12043,Karl-Marx-Str.  14
8,205,12043,Karl-Marx-Str.  14
8,206,12053,Boddinstr.  55
8,207,12053,Boddinstr.  55
8,208,12053,Boddinstr.  55
8,209,12053,Boddinstr.  55
8,210,12049,Schillerpromenade  35
8,211,12049,Schillerpromenade  35
8,212,12049,Schillerpromenade  35
8,213,12049,Schillerpromenade  35
8,214,12053,Kopfstr.  55
8,215,12053,Kopfstr.  55
8,216,12053,Kopfstr.  55
8,217,12053,Kopfstr.  55
8,218,12053,Jonasstr.  15
8,219,12053,Jonasstr.  15
8,220,12053,Jonasstr.  15
8,221,12053,Jonasstr.  15
8,222,12049,Leinestr.  37
8,223,12049,Leinestr.  37
8,224,12049,Leinestr.  37
8,225,12049,Leinestr.  37
8,226,12051,Emser Str.  133
8,227,12051,Emser Str.  133
8,301,12057,Dammweg  228
8,302,12057,Dammweg  228
8,303,12051,Silbersteinstr.  42
8,304,12051,Silbersteinstr.  42
8,305,12051,Mariendorfer Weg  69
8,306,12051,Mariendorfer Weg  69
8,307,12347,Wederstr.  49
8,308,12347,Wederstr.  49
8,309,12347,Wederstr.  49
8,310,12057,Zwillingestr.  21
8,311,12057,Hänselstr.  6
8,312,12057,Hänselstr.  6
8,313,12347,Rungiusstr.  46
8,314,12347,Rungiusstr.  46
8,315,12347,Rungiusstr.  46
8,316,12347,Hannemannstr.  68
8,317,12347,Hannemannstr.  68
8,318,12347,Hannemannstr.  68
8,319,12359,Buschkrugallee  63
8,320,12359,Backbergstr.  37
8,321,12359,Onkel-Bräsig-Str.  76
8,322,12359,Onkel-Bräsig-Str.  76
8,323,12359,Onkel-Bräsig-Str.  76
8,401,12347,Mohriner Allee  137
8,402,12347,Mohriner Allee  137
8,403,12359,Parchimer Allee  109
8,404,12359,Parchimer Allee  109
8,405,12359,Bruno-Taut-Ring  9C
8,406,12359,Bruno-Taut-Ring  9C
8,407,12359,Bruno-Taut-Ring  9C
8,408,12349,Buckower Damm  176
8,409,12349,Buckower Damm  176
8,410,12351,Tischlerzeile  34
8,411,12349,Breitunger Weg  1
8,412,12349,Breitunger Weg  1
8,413,12349,Hornblendeweg  2
8,414,12349,Hornblendeweg  2
8,415,12349,Hornblendeweg  2
8,416,12349,Hornblendeweg  2
8,417,12349,Haewererweg  35
8,418,12349,Haewererweg  35
8,419,12349,An den Achterhöfen  13
8,420,12349,An den Achterhöfen  13
8,421,12349,An den Achterhöfen  13
8,422,12353,Hasenhegerweg  12
8,423,12353,Hasenhegerweg  12
8,424,12353,Wildhüterweg  5
8,501,12359,Rohrdommelweg  1
8,502,12359,Rohrdommelweg  1
8,503,12359,Rohrdommelweg  1
8,504,12359,Rohrdommelweg  1
8,505,12359,Rohrdommelweg  1
8,506,12351,Johannisthaler Chaussee  328
8,507,12351,Johannisthaler Chaussee  328
8,508,12351,Johannisthaler Chaussee  328
8,509,12351,Johannisthaler Chaussee  328
8,510,12351,Fritz-Erler-Allee  86
8,511,12351,Fritz-Erler-Allee  86
8,512,12351,Fritz-Erler-Allee  86
8,513,12353,Hugo-Heimann-Str.  20
8,514,12353,Hugo-Heimann-Str.  20
8,515,12357,Efeuweg  34
8,516,12357,Efeuweg  34
8,517,12351,Rudower Str.  184
8,518,12351,Rudower Str.  184
8,519,12351,Rudower Str.  184
8,520,12357,Efeuweg  34
8,521,12353,Wutzkyallee  68
8,522,12353,Wutzkyallee  68
8,523,12353,Hugo-Heimann-Str.  20
8,524,12353,Wutzkyallee  68
8,525,12353,Wutzkyallee  68
8,601,12353,Zwickauer Damm  22
8,602,12353,Zwickauer Damm  22
8,603,12353,Zwickauer Damm  22
8,604,12353,Zwickauer Damm  22
8,605,12357,Kornradenstr.  2
8,606,12357,Kornradenstr.  2
8,607,12355,Köpenicker Str.  148
8,608,12355,Köpenicker Str.  148
8,609,12355,Köpenicker Str.  148
8,610,12355,Bildhauerweg  9
8,611,12355,Bildhauerweg  9
8,612,12355,Bildhauerweg  9
8,613,12355,Groß-Ziethener Chaussee  73
8,614,12355,Groß-Ziethener Chaussee  73
8,615,12355,Groß-Ziethener Chaussee  73
8,616,12355,Groß-Ziethener Chaussee  73
8,617,12355,Neuhofer Str.  41
8,618,12355,Pfarrer-Heß-Weg  3
8,619,12355,Neuhofer Straße  41
8,620,12355,Neuhofer Str.  41
8,621,12355,Neuhofer Str.  41
8,622,12355,Elfriede-Kuhr-Str.  17
8,623,12355,Elfriede-Kuhr-Str.  17
8,624,12355,Pfarrer-Heß-Weg  3
8,625,12355,Pfarrer-Heß-Weg  3
8,626,12355,Elfriede-Kuhr-Str.  17
9,101,12435,Bouchéstr.  5
9,102,12435,Bouchéstr.  5
9,103,12435,Karl-Kunger-Str.  29
9,104,12435,Karl-Kunger-Str.  29
9,105,12435,Bouchéstr.  5
9,106,12435,Neue Krugallee  4
9,107,12435,Neue Krugallee  4
9,108,12437,Willi-Sänger-Str.  1
9,109,12437,Willi-Sänger-Str.  1
9,110,12437,Willi-Sänger-Str.  1
9,111,12437,Neue Krugallee  142
9,112,12437,Hänselstr.  14
9,113,12437,Hänselstr.  14
9,114,12437,Kiefholzstr.  274
9,115,12437,Radenzer Str.  16
9,116,12437,Radenzer Str.  16
9,117,12437,Radenzer Str.  16
9,118,12439,Schnellerstr.  31
9,119,12439,Schnellerstr.  31
9,201,12487,Südostallee  212
9,202,12487,Engelhardstr.  18
9,203,12487,Heubergerweg  37
9,204,12487,Engelhardstr.  18
9,205,12487,Sterndamm  102
9,206,12487,Springbornstr.  248a
9,207,12487,Springbornstr.  248A
9,208,12487,Springbornstr.  248A
9,209,12487,Springbornstr.  248A
9,210,12439,Rudower Str.  7
9,211,12439,Rudower Str.  7
9,212,12439,Rudower Str.  7
9,213,12459,Helmholtzstr.  37
9,214,12459,Helmholtzstr.  37
9,215,12459,Zeppelinstr.  76-80
9,216,12459,Antoniuskirchstr.  3-5
9,217,12459,Zeppelinstr.  76-80
9,218,12459,Wilhelminenhofstr.  75A
9,219,12459,Kottmeierstr.  2-4
9,220,12459,Kottmeierstr.  2-4
9,221,12459,Kottmeierstr.  2-4
9,301,12489,Waldstr.  7
9,302,12489,Florian-Geyer-Str.  87
9,303,12489,Florian-Geyer-Str.  87
9,304,12489,Dörpfeldstr.  54
9,305,12489,Radickestr.  43
9,306,12489,Radickestr.  43
9,307,12489,Radickestr.  43
9,308,12524,Köpenicker Str.  31
9,309,12524,Köpenicker Str.  31
9,310,12524,Köpenicker Str.  31
9,311,12524,Sachsenstr.  22
9,312,12524,Mohnweg  20
9,313,12524,Ehrenfelder Str.  25
9,314,12524,Nippeser Str.  20
9,315,12524,Köpenicker Str.  31
9,316,12524,Mohnweg  20
9,317,12524,Mohnweg  20
9,318,12524,Ortolfstr.  182
9,319,12524,Uranusstr.  15-17
9,320,12524,Uranusstr.  15-17
9,401,12526,Dahmestr.  36
9,402,12526,Dahmestr.  36
9,403,12526,Schulzendorfer Str.  112
9,404,12526,Dahmestr.  33
9,405,12526,Dahmestr.  33
9,406,12555,Oberspreestr.  173
9,407,12555,Oberspreestr.  173
9,408,12557,Glienicker Str.  24-30
9,409,12557,Glienicker Str.  24-30
9,410,12557,Glienicker Str.  24-30
9,411,12527,Fuchsbau  26
9,412,12527,Regattastr.  84
9,413,12527,Regattastr.  141
9,414,12527,Rohrwallallee  11
9,415,12527,Finkengasse  7
9,416,12527,Adlergestell  776
9,417,12527,Fährallee  31
9,418,12555,Lindenstr.  1
9,419,12555,Parrisiusstr.  4-14
9,420,12555,Borgmannstr.  3
9,421,12555,Borgmannstr.  3
9,422,12555,Friedrichshagener Str.  8P
9,501,12555,Alter Markt  2
9,502,12559,Wendenschloßstr.  35
9,503,12559,Pablo-Neruda-Str.  6-7
9,504,12559,Pablo-Neruda-Str.  6-7
9,505,12559,Birkenstr.  11
9,506,12559,Alfred-Randt-Str.  56
9,507,12559,Alfred-Randt-Str.  23
9,508,12559,Alfred-Randt-Str.  56
9,509,12557,Charlottenstr.  17C
9,510,12559,Pablo-Neruda-Str.  6-7
9,511,12557,Grüne Trift  23D
9,512,12557,Köpenzeile  123
9,513,12557,Köpenzeile  123
9,514,12557,Grüne Trift  169
9,515,12557,Wendenschloßstr.  404
9,516,12559,Alt-Müggelheim  21
9,517,12559,Odernheimer Str.  28
9,518,12559,Alt-Müggelheim  21
9,601,12587,Werlseestr.  39A
9,602,12587,Aßmannstr.  63
9,603,12587,Rahnsdorfer Str.  35
9,604,12587,Rahnsdorfer Str.  35
9,605,12587,Aßmannstr.  11
9,606,12587,Peter-Hille-Str.  7
9,607,12587,Peter-Hille-Str.  7
9,608,12587,Stillerzeile  123
9,609,12555,Mittelheide  49
9,610,12555,Mittelheide  49
9,611,12555,Mittelheide  49
9,612,12555,Wongrowitzer Steig  37
9,613,12555,Wongrowitzer Steig  37
9,614,12555,Hoernlestr.  80
9,615,12589,Fürstenwalder Allee  182
9,616,12589,Fürstenwalder Allee  1
9,617,12589,Fürstenwalder Allee  182
9,618,12589,Fahlenbergstr.  35
9,619,12589,Fürstenwalder Allee  362
10,101,12689,Schorfheidestr.  42
10,102,12689,Rosenbecker Str.  25
10,103,12689,Märkische Allee  414
10,104,12689,Geraer Ring  54
10,105,12689,Geraer Ring  2
10,106,12689,Geraer Ring  2
10,107,12689,Wörlitzer Str.  31
10,108,12689,Wörlitzer Str.  31
10,109,12689,Borkheider Str.  28
10,110,12689,Borkheider Str.  28
10,111,12689,Flämingstr.  16
10,112,12687,Schleusinger Str.  17
10,113,12687,Liebensteiner Str.  24
10,114,12687,Schleusinger Str.  17
10,115,12687,Schwarzburger Str.  10
10,116,12679,Glambecker Ring  90
10,117,12679,Glambecker Ring  90
10,118,12679,Parsteiner Ring  24
10,119,12679,Glambecker Ring  90
10,120,12679,Parsteiner Ring  24
10,201,12679,Jan-Petersen-Str.  18B
10,202,12687,Sella-Hasse-Str.  19
10,203,12687,Sella-Hasse-Str.  25
10,204,12687,Sella-Hasse-Str.  25
10,205,12687,Sella-Hasse-Str.  25
10,206,12679,Jan-Petersen-Str.  18B
10,207,12679,Marzahner Promenade  54
10,208,12679,Marzahner Promenade  38
10,209,12679,Stolzenhagener Str.  9
10,210,12679,Zühlsdorfer Str.  20
10,211,12679,Marzahner Promenade  11
10,212,12685,Bruno-Baum-Str.  60
10,213,12681,Martha-Arendsee-Str.  15
10,214,12685,Alt-Marzahn  59A
10,215,12685,Amanlisweg  40
10,216,12685,Amanlisweg  40
10,217,12685,Kienbergstr.  59
10,218,12685,Kienbergstr.  59
10,219,12685,Kienbergstr.  59
10,220,12679,Blumberger Damm  156
10,301,12685,Altlandsberger Platz  2
10,302,12629,Ludwigsfelder Str.  7
10,303,12629,Mittenwalder Str.  5
10,304,12629,Mittenwalder Str.  5
10,305,12627,Kastanienallee  118
10,306,12629,Kyritzer Str.  103
10,307,12629,Kyritzer Str.  103
10,308,12627,Cottbusser Str.  23
10,309,12629,Alte Hellersdorfer Str.  7
10,310,12627,Cottbusser Str.  23
10,311,12627,Kastanienallee  53
10,312,12627,Tangermünder Str.  127
10,313,12627,Tangermünder Str.  2A
10,314,12627,Naumburger Ring  19
10,315,12627,Zerbster Str.  101
10,316,12627,Eilenburger Str.  4
10,317,12627,Adele-Sandrock-Str.  73
10,318,12627,Mark-Twain-Str.  27
10,319,12627,Adele-Sandrock-Str.  73
10,320,12627,Louis-Lewin-Str.  40C
10,401,12681,Murtzaner Ring  37
10,402,12681,Murtzaner Ring  15
10,403,12681,Allee der Kosmonauten  123
10,404,12681,Murtzaner Ring  37
10,405,12681,Märkische Allee  68
10,406,12681,Marchwitzastr.  47
10,407,12683,Allee der Kosmonauten  134
10,408,12683,Cecilienstr.  81
10,409,12683,Schulstr.  11
10,410,12683,Blumberger Damm  6
10,411,12683,Burghardweg  44
10,412,12683,Buckower Ring  62
10,413,12683,Schulstr.  11
10,414,12683,Distelfalterstr.  41
10,415,12683,Elsterwerdaer Platz  3
10,416,12683,Alberichstr.  24
10,417,12683,Alberichstr.  24
10,418,12683,Köpenicker Str.  302
10,419,12681,Marzahner Chaussee  165
10,501,12623,Erich-Baron-Weg  118
10,502,12623,Hultschiner Damm  140
10,503,12623,Hultschiner Damm  219
10,504,12623,Hultschiner Damm  219
10,505,12623,Hultschiner Damm  98
10,506,12623,Hultschiner Damm  98
10,507,12621,Ulmenstr.  79
10,508,12621,Ulmenstr.  79
10,509,12621,Ulmenstr.  79
10,510,12621,Dorfstr.  1
10,511,12621,Adolfstr.  25
10,512,12623,An der Schule  13
10,513,12623,An der Schule  13
10,514,12623,Florastr.  1
10,515,12623,Feldrain  47
10,516,12623,Feldrain  47
10,517,12623,Feldrain  47
10,601,12619,Maxie-Wander-Str.  56
10,602,12619,Erich-Kästner-Str.  64
10,603,12619,Erich-Kästner-Str.  64
10,604,12619,Kummerower Ring  42
10,605,12619,Kummerower Ring  44
10,606,12619,Lily-Braun-Str.  54
10,607,12619,Am Baltenring  74
10,608,12619,Teterower Ring  79
10,609,12619,Teterower Ring  79
10,610,12619,Boizenburger Str.  52
10,611,12619,Bansiner Str.  21
10,612,12621,Hellersdorfer Str.  27
10,613,12619,Wernerstr.  48
10,614,12619,Wernerstr.  48
10,615,12627,Geithainer Str.  12
10,616,12627,Nossener Str.  85
10,617,12627,Klingenthaler Str.  32
10,618,12627,Klingenthaler Str.  32
11,101,13059,Egon-Erwin-Kisch-Str.  1a
11,102,13059,Straße 3  21
11,103,13057,Ahrensfelder Chaussee  41
11,104,13059,Schweriner Ring  27
11,105,13059,Woldegker Str.  21
11,106,13059,Woldegker Str.  5
11,107,13059,Prendener Str.  15
11,108,13059,Prendener Str.  29
11,109,13059,Prendener Str.  29
11,110,13051,Wustrower Str.  28
11,111,13051,Wustrower Str.  39-41
11,112,13051,Wustrower Str.  26
11,113,13051,Wustrower Str.  26
11,114,13057,Warnitzer Str.  8
11,115,13057,Randowstr.  45
11,116,13057,Randowstr.  45
11,117,13057,Falkenberger Chaussee  120-122
11,118,13057,Wartiner Str.  23
11,119,13057,Biesenbrower Str.  61
11,120,13057,Wartiner Str.  23
11,201,13051,Malchower Chaussee  2
11,202,13051,Am Berl  25
11,203,13051,Ribnitzer Str.  1b
11,204,13051,Darßer Str.  97
11,205,13051,Darßer Str.  97
11,206,13051,Darßer Str.  103
11,207,13051,Barther Str.  27
11,208,13051,Barther Str.  27
11,209,13053,Rüdickenstr.  29
11,210,13053,Matenzeile  2-4
11,211,13053,Am Breiten Luch  19
11,212,13053,Degnerstr.  71-77
11,213,13053,Malchower Weg  54
11,214,13053,Anna-Ebermann-Str.  26
11,215,13053,Degnerstr.  71-77
11,216,13053,Degnerstr.  22
11,217,13055,Heckelberger Ring  2
11,218,13053,Degnerstr.  11
11,219,13055,Schöneicher Str.  10a
11,220,13055,Werneuchener Str.  27
11,221,13055,Werneuchener Str.  14
11,301,10369,Judith-Auer-Str.  8
11,302,10369,Judith-Auer-Str.  8
11,303,10369,Judith-Auer-Str.  8
11,304,13055,Sandinostr.  10
11,305,13055,Sandinostr.  10
11,306,13055,Neustrelitzer Str.  34b
11,307,13055,Werneuchener Str.  15
11,308,13055,Werneuchener Str.  15b
11,309,13055,Werneuchener Str.  15
11,310,13055,Joachimsthaler Str.  2
11,311,13055,Liebenwalder Str.  20-22
11,312,13055,Schleizer Str.  62
11,313,13055,Ferdinand- Schultze- Straße  55
11,314,10369,Paul-Junius-Str.  71
11,315,10367,Bernhard-Bästlein-Str.  56
11,316,10367,Paul-Junius-Str.  15
11,317,10367,Bernhard-Bästlein-Str.  22
11,318,10367,Bernhard-Bästlein-Str.  44
11,319,10315,Allee der Kosmonauten  18
11,320,10315,Rhinstr.  9
11,321,10315,Rhinstr.  9
11,401,10369,Franz-Jacob-Str.  8
11,402,10369,Franz-Jacob-Str.  8
11,403,10369,Franz-Jacob-Str.  8
11,404,10369,Franz-Jacob-Str.  8
11,405,10369,Alfred-Jung-Str.  19
11,406,10367,Möllendorffstr.  66-67
11,407,10369,Alfred-Jung-Str.  19
11,408,10367,Ruschestr.  45
11,409,10367,Alfred-Jung-Str.  17
11,410,10367,Ruschestr.  45
11,411,10367,Am Stadtpark  5
11,412,10367,Möllendorffstr.  102-103
11,413,10365,Atzpodienstr.  19
11,414,10365,Gotlindestr.  36-37
11,415,10367,Normannenstr.  1-2
11,416,10365,Wotanstr.  2-3
11,417,10365,Hagenstr.  57
11,418,10365,Schulze-Boysen-Str.  28
11,419,10365,Harnackstr.  17
11,420,10365,Schulze-Boysen-Str.  20
11,421,10365,Schulze-Boysen-Str.  38
11,422,10365,Harnackstr.  17
11,501,10315,Gensinger Str.  58
11,502,10315,Alt-Friedrichsfelde  66
11,503,10315,Gensinger Straße  103
11,504,10315,Einbecker Str.  85
11,505,10315,Einbecker Str.  85
11,506,10315,Einbecker Str.  85
11,507,10315,Massower Str.  37
11,508,10315,Alfred-Kowalke-Str.  25
11,509,10315,Alfred-Kowalke-Str.  25
11,510,10315,Lincolnstr.  67
11,511,10315,Rummelsburger Straße  21
11,512,10317,Lückstr.  60-63
11,513,10315,Lincolnstr.  67
11,514,10319,Sewanstr.  43
11,515,10315,Rummelsburger Str.  21
11,516,10315,Rummelsburger Str.  21
11,517,10317,Fischerstr.  36
11,518,10317,Fischerstr.  36
11,519,10317,Lückstr.  60-63
11,601,10319,Volkradstr.  28
11,602,10319,Volkradstr.  28
11,603,10319,Erich-Kurz-Str.  6-10
11,604,10319,Sewanstr.  43
11,605,10319,Sewanstr.  184
11,606,10319,Sewanstr.  184
11,607,10319,Sewanstr.  235
11,608,10319,Sewanstr.  184
11,609,10319,Sewanstr.  235
11,610,10318,Lisztstraße  6
11,611,10318,Hönower Str.  30a
11,612,10318,Römerweg  120
11,613,10318,Lisztstraße  6
11,614,10318,Treskowallee  112
11,615,10318,Rheinpfalzallee  46-66
11,616,10318,Karl-Egon-Str.  4c
11,617,10318,Treskowallee  112
11,618,10318,Ehrenfelsstr.  36
11,619,10317,Hauptstr.  6T
11,620,10318,Ehrlichstr.  63
11,621,10318,Ehrlichstr.  63
11,622,10318,Eginhardstr.  9
12,101,13409,Büchsenweg  23A
12,102,13409,Büchsenweg  23A
12,103,13407,Walliser Str.  10
12,104,13407,Walliser Str.  10
12,105,13409,Breitkopfstr.  66-80
12,106,13409,Breitkopfstr.  66-80
12,107,13409,Büdnerring  48
12,108,13409,Büdnerring  48
12,109,13409,Büdnerring  48
12,110,13409,Hoppestr.  1-6
12,111,13409,Hoppestr.  1-6
12,112,13407,Teichstr.  65
12,113,13407,Teichstr.  41
12,114,13407,Teichstr.  41
12,115,13407,Thurgauer Str.  39-45
12,116,13407,Thurgauer Str.  39-45
12,117,13407,Baseler Str.  4-6
12,118,13407,Stargardtstr.  3
12,119,13409,Breitkopfstr.  66-80
12,120,13409,Hoppestr.  1-6
12,121,13409,Kühleweinstr.  5
12,122,13407,Baseler Str.  4-6
12,123,13409,Hoppestr.  1-6
12,124,13409,Kühleweinstr.  5
12,125,13409,Kühleweinstr.  5
12,126,13409,Kühleweinstr.  5
12,201,13437,Wilhelm-Gericke-Str.  7-13
12,202,13437,Wilhelm-Gericke-Str.  7-13
12,203,13507,Ascheberger Weg  8A
12,204,13507,Ascheberger Weg  8A
12,205,13507,Ascheberger Weg  8A
12,206,13509,Holzhauser Str.  11-19
12,207,13403,Foxweg  15
12,208,13403,Foxweg  15
12,209,13403,Auguste-Viktoria-Allee  37
12,210,13403,Kienhorststr.  67-79
12,211,13407,Humboldtstr.  8-13
12,212,13403,Kienhorststr.  67-79
12,213,13403,Kienhorststr.  67-79
12,214,13407,Humboldtstr.  8-13
12,215,13403,Auguste-Viktoria-Allee  95
12,216,13403,Auguste-Viktoria-Allee  37
12,217,13403,Auguste-Viktoria-Allee  95
12,218,13403,Gotthardstr.  96
12,219,13403,Gotthardstr.  96
12,220,13403,Klixstr.  31D
12,221,13403,Auguste-Viktoria-Allee  37
12,222,13405,Uranusweg  34
12,223,13629,Schulweg  1
12,224,13405,Uranusweg  34
12,225,13437,Wilhelm-Gericke-Str.  7-13
12,301,13503,Kurzebracker Weg  40-46
12,302,13503,Stolpmünder Weg  45
12,303,13503,Stolpmünder Weg  45
12,304,13507,Adelheidallee  5-7
12,305,13503,Schulzendorfer Str.  99-101
12,306,13503,Schulzendorfer Str.  99-101
